name,barred,aic_new,aic_old,Lxi_new,Lxi_old
1785362_18,False,262.7590340996031,275.7270440795816,409307.0611579756,790345.0571293338
1785362_17,False,268.43140806842314,297.09802523206224,577519.0365554882,800522.7838625271
1785362_16,False,330.54112408341814,399.0239106340331,444147.2156292579,4071507.9957554517
1785362_15,False,403.5553846903576,456.4810519587652,423508.45746273734,714282.6133072852
1785362_14,False,405.35039600224127,405.8104798456786,398341.03674825246,954606.3688259372
1785362_13,False,229.02920234700977,331.69759848708657,316300.2510884718,367331.5196960466
1785362_12,False,329.890115946277,540.0711058448652,575014.2898779584,454666.0357897321
737885_28,False,286.96604983866104,370.157377124962,49162.928626334426,37060.33012063509
737885_27,False,224.44733730441578,277.52009782784546,50107.14451804949,35623.09845546125
737885_26,False,229.23368498706526,261.4481838462363,86246.56795471573,55459.357016400216
737885_25,False,234.69546456945653,551.3355617350401,55495.430716718394,44552.22626640822
737885_24,False,369.74899944323715,5253.971799936584,89642.91962393024,82397.69348105996
737885_23,False,228.50461122428305,226.43001090541082,107879.22344601572,98182.80030743964
737885_22,False,456.5494079125933,497.0780284864705,123354.42887682117,60418.77831244081
737885_21,False,457.3733812602118,458.1232877480192,126900.26693273548,108187.1760216114
737885_20,False,843.5749725624398,440.6322250355015,366623.4800859767,97189.17068647395
737885_19,False,223.09782533439125,218.17778071616198,292639.43174984196,178251.7610078125
737885_18,False,427.8019815244937,489.32374505833457,80668.06941639306,59939.414710444886
737885_17,False,607.6960345307708,771.7382450732662,1564334.865393275,90174.94075993668
737885_16,False,362.2354282905492,464.3384091628301,379914.45102596295,322074.54463334265
737885_15,False,284.1294345544463,326.17980367400367,1221976.9273344576,717063.7634505185
737885_14,False,220.0089707432149,505.9293215139113,499787.0963138152,148192.51944871974
737885_13,False,249.0609765372073,3027.4306880514227,560987.8364392975,81409.81811122416
737885_12,False,501.49613421972845,136.97559492875985,99161.51147645814,537008.7101841758
746518_28,False,348.2772948648168,410.1095285483331,106170.26858624132,714669.003761953
746518_27,False,161.22880555784135,189.7121988378372,193321.79736472474,408690.06850971386
746518_26,False,170.9503919729563,202.94548686082368,104501.99060589308,501855.9310961389
746518_25,False,282.49169795236446,456.3191637489257,170043.46326389004,66506.24750859727
746518_24,False,246.51898798314198,330.2013309225132,141157.15467972693,128471.06064987372
746518_23,False,52250.40533041445,407.4411253675605,147290.24601800123,306666.03920988773
746518_22,False,78.5723217305396,85.69954155964845,810071.0362915099,1813090.47246427
746518_21,False,126.83959339185839,117.48071838320467,788295.4644463952,1330483.8906163026
746518_20,False,53.1583944210543,52.17740538891984,648139.9392680896,3402120.689682847
746518_19,False,41.49936686762315,48.17483726520227,339717.03664383804,7375028.382212872
746518_17,False,49.24647717954814,48.26179645443737,1192985.3426938457,5402929.14262794
746518_16,False,48.4237556735868,46.70111173668799,754256.3669314485,7301975.663774648
746518_15,False,57.75913494782787,59.77039423938747,2248897.5321009783,12041131.547483552
746518_14,False,32.01836992292284,28.37615040093248,980429.0516977585,6949670.79409936
746518_13,False,35.85357240707605,44.64793220359429,7835135.472138507,4109473.311399622
746518_12,False,25.254766535678897,161.61055499899692,2196718.57232398,291152.6604264078
754151_28,False,548.7752621681839,574.3393080889789,98408.71449574531,126332.70536469792
754151_27,False,367.59223881800807,438.92957749844163,221803.2023711733,60308.164308209925
754151_26,False,240.9950951563629,856.0503592262389,237368.71960431978,81190.10310860496
754151_25,False,129.77966479262417,139.24530314929768,170672.33141450828,178151.55217769922
754151_24,False,223.33623155225345,235.00697299417527,651747.269431289,252313.27342328546
754151_23,False,93.6193412719584,105.47799632938299,287917.91767058556,465836.37700625666
754151_22,False,180.85060625347606,197.5824671797264,526893.4492052763,2089992.005723429
754151_21,False,212.8057890104431,243.4362789081423,2312518.5300876405,3115292.6647703135
754151_20,False,219.4396126058308,262.5066621860898,384559.8662605755,1193150.0676838318
754151_19,False,140.12147848689062,155.52922687464738,500507.52119245706,1073395.3872227182
754151_18,False,128.8922187976248,144.5469323336166,1082310.6872635493,2027211.818610753
754151_17,False,121.99216636233342,134.10370931996903,1058115.8774635608,494509.1181433636
754151_16,False,64.88978474860146,73.73983283363728,436747.29669390956,1057056.6260368102
754151_15,False,86.18710382871701,84.79376334184471,500000.14893931395,944837.3419481302
754151_14,False,78.12912967960992,84.1899456155009,437011.40823711065,576588.3891451389
754151_13,False,55.93081464962542,53.58299184393019,499648.12114992534,2044611.059435926
754151_12,False,61.441635310931574,61.64491360319312,237399.50984752917,463765.9849729707
763033_28,False,319.2349936999681,963.9844536540602,37962.0711051829,58784.75337429668
763033_27,False,193.1768364942218,928.5882789568379,49157.913434873764,67809.72569053562
763033_26,False,199.03038180493684,438.40689643227495,60260.109064271775,55013.910482792766
763033_25,False,194.7184172442773,218.6041617245832,79449.46239298752,53000.09486636578
763033_24,False,223.88007823577055,233.29692536475918,207285.43728316244,77894.42285977172
763033_23,False,128.6895327176386,132.57489041465058,61216.56259961848,120551.82527031528
763033_22,False,303.90816962448923,314.26090213616885,147009.05977183787,191006.8514694944
763033_21,False,372.5524237756058,393.47786802747873,775989.7231374168,105930.24927075054
